ID,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
11343,Resort Hotel,1,202,2017,May,18,4,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,90.0,0,0,Canceled,2017-02-07
11344,Resort Hotel,1,202,2017,May,18,4,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,90.0,0,0,Canceled,2017-02-07
11345,Resort Hotel,1,0,2017,May,18,4,0,1,2,0.0,0,HB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,137.0,0,0,No-Show,2017-05-04
11346,Resort Hotel,1,202,2017,May,18,4,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,90.0,0,0,Canceled,2017-02-07
11347,Resort Hotel,1,202,2017,May,18,4,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,90.0,0,0,Canceled,2017-02-07
11348,Resort Hotel,1,202,2017,May,18,4,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,90.0,0,0,Canceled,2017-02-07
11349,Resort Hotel,1,202,2017,May,18,4,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,90.0,0,0,Canceled,2017-02-07
11350,Resort Hotel,1,43,2017,May,18,4,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,169.0,0,Transient-Party,50.0,0,0,Canceled,2017-04-28
11351,Resort Hotel,1,108,2017,May,18,4,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-01-18
11352,Resort Hotel,1,51,2017,May,18,4,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0,Canceled,2017-03-16
11353,Resort Hotel,1,108,2017,May,18,4,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-01-18
11354,Resort Hotel,1,108,2017,May,18,4,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-01-18
11355,Resort Hotel,1,54,2017,May,18,4,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,165.0,0,0,Canceled,2017-04-13
11356,Resort Hotel,1,108,2017,May,18,4,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-01-18
11357,Resort Hotel,1,15,2017,May,18,4,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,101.25,0,1,Canceled,2017-04-23
11358,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11359,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11360,Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,90.0,0,1,Canceled,2016-11-02
11361,Resort Hotel,1,223,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11362,Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11363,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11364,Resort Hotel,1,223,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11365,Resort Hotel,1,223,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11366,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11367,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11368,Resort Hotel,1,121,2017,May,18,4,2,5,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,,0,Transient,120.0,0,1,Canceled,2017-05-03
11369,Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11370,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11371,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11372,Resort Hotel,1,223,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-09-23
11373,Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11374,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11375,Resort Hotel,1,210,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,50.4,0,1,Canceled,2016-11-02
11376,Resort Hotel,1,253,2017,May,18,4,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,50.85,0,0,Canceled,2017-02-02
11377,Resort Hotel,1,223,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,68.4,0,1,Canceled,2016-11-02
11378,Resort Hotel,1,210,2017,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,90.0,0,1,Canceled,2016-11-02
11379,Resort Hotel,1,227,2017,May,18,4,2,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,0,Canceled,2016-09-19
11380,Resort Hotel,1,194,2017,May,18,4,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,139.51,0,0,Canceled,2016-10-23
11381,Resort Hotel,1,1,2017,May,18,5,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,1,No Deposit,,,0,Transient,85.0,0,1,No-Show,2017-05-05
11382,Resort Hotel,1,19,2017,May,18,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,105.0,0,1,Canceled,2017-04-24
11383,Resort Hotel,1,37,2017,May,18,5,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,136.0,0,1,Canceled,2017-04-12
11384,Resort Hotel,1,5,2017,May,18,5,0,2,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,87.0,0,1,Canceled,2017-05-05
11385,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11386,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11387,Resort Hotel,1,14,2017,May,18,5,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,90.0,0,1,Canceled,2017-04-24
11388,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11389,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11390,Resort Hotel,1,29,2017,May,18,5,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,104.0,0,1,Canceled,2017-04-20
11391,Resort Hotel,1,5,2017,May,18,5,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,112.0,0,1,Canceled,2017-05-05
11392,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11393,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11394,Resort Hotel,1,214,2017,May,18,5,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-10-04
11395,Resort Hotel,1,49,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1,Canceled,2017-03-17
11396,Resort Hotel,1,89,2017,May,18,5,1,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0,Canceled,2017-03-23
11397,Resort Hotel,1,44,2017,May,18,5,1,2,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,107.17,0,2,Canceled,2017-03-28
11398,Resort Hotel,1,183,2017,May,18,5,2,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,3,Refundable,240.0,,0,Transient,76.0,0,1,Canceled,2017-05-03
11399,Resort Hotel,1,54,2017,May,18,5,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1,Canceled,2017-04-07
11400,Resort Hotel,1,6,2017,May,18,5,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250.0,,0,Transient,195.0,0,0,Canceled,2017-04-29
11401,Resort Hotel,1,15,2017,May,18,5,2,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,78.0,0,1,Canceled,2017-04-21
11402,Resort Hotel,1,106,2017,May,18,5,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,1,Canceled,2017-03-20
11403,Resort Hotel,1,226,2017,May,18,5,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,109.8,0,0,Canceled,2016-09-22
11404,Resort Hotel,1,225,2017,May,18,5,2,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,1,Canceled,2017-03-08
11405,Resort Hotel,1,226,2017,May,18,5,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,109.8,0,0,Canceled,2016-09-22
11406,Resort Hotel,1,233,2017,May,18,5,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2,Canceled,2016-10-12
11407,Resort Hotel,1,233,2017,May,18,5,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,66.24,0,0,Canceled,2016-09-14
11408,Resort Hotel,1,93,2017,May,18,5,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,2,Canceled,2017-02-14
11409,Resort Hotel,1,295,2017,May,18,5,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,1,Canceled,2017-01-09
11410,Resort Hotel,1,330,2017,May,18,5,6,12,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,0,Canceled,2016-06-10
11411,Resort Hotel,1,116,2017,May,18,6,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,1,Canceled,2017-01-23
11412,Resort Hotel,1,116,2017,May,18,6,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,2,Canceled,2017-01-23
11413,Resort Hotel,1,115,2017,May,18,6,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1,Canceled,2017-01-19
11414,Resort Hotel,1,23,2017,May,18,6,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient,127.5,0,1,Canceled,2017-04-14
11415,Resort Hotel,1,227,2017,May,18,6,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,0,Canceled,2016-09-21
11416,Resort Hotel,1,227,2017,May,18,6,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,2,Canceled,2016-10-07
11417,Resort Hotel,1,90,2017,May,18,6,2,6,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,98.0,0,0,Canceled,2017-02-13
11418,Resort Hotel,1,17,2017,May,18,6,2,6,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,168.13,0,0,Canceled,2017-04-23
11419,Resort Hotel,1,152,2017,May,18,6,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,115.0,0,1,Canceled,2016-12-17
11420,Resort Hotel,1,86,2017,May,18,6,4,6,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,155.0,0,1,Canceled,2017-02-11
11421,Resort Hotel,1,33,2017,May,18,6,4,8,2,2.0,0,BB,SVK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,127.83,0,1,Canceled,2017-04-03
11422,Resort Hotel,1,49,2017,May,19,7,2,0,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,132.0,0,0,Canceled,2017-04-09
11423,Resort Hotel,1,136,2017,May,19,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,115.0,0,1,Canceled,2017-01-31
11424,Resort Hotel,1,136,2017,May,19,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,115.0,0,1,Canceled,2017-01-31
11425,Resort Hotel,1,62,2017,May,19,7,2,1,1,0.0,0,Undefined,PRT,Complementary,Direct,0,0,0,A,C,3,No Deposit,,,0,Transient,0.0,0,0,Canceled,2017-05-04
11426,Resort Hotel,1,17,2017,May,19,7,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,68.0,0,1,Canceled,2017-04-26
11427,Resort Hotel,1,41,2017,May,19,7,2,1,2,2.0,0,BB,ARE,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,125.0,0,2,Canceled,2017-03-28
11428,Resort Hotel,1,319,2017,May,19,7,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-06-30
11429,Resort Hotel,1,123,2017,May,19,7,2,5,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,90.0,0,1,Canceled,2017-03-13
11430,Resort Hotel,1,257,2017,May,19,7,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240.0,,0,Transient,90.0,0,1,Canceled,2017-01-17
11431,Resort Hotel,1,70,2017,May,19,7,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1,Canceled,2017-03-08
11432,Resort Hotel,1,2,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,,0,Transient,64.0,0,1,Canceled,2017-05-08
11433,Resort Hotel,1,2,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,,0,Transient,64.0,0,1,Canceled,2017-05-08
11434,Resort Hotel,1,2,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,,0,Transient,64.0,0,1,Canceled,2017-05-08
11435,Resort Hotel,1,2,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,,0,Transient,64.0,0,1,Canceled,2017-05-08
11436,Resort Hotel,1,82,2017,May,19,8,1,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-02-17
11437,Resort Hotel,1,104,2017,May,19,8,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,40.95,0,0,Canceled,2017-01-24
11438,Resort Hotel,1,140,2017,May,19,8,1,4,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,155.0,0,1,Canceled,2017-02-24
11439,Resort Hotel,1,158,2017,May,19,8,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-04-11
11440,Resort Hotel,1,31,2017,May,19,8,1,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,129.0,0,2,Canceled,2017-04-27
11441,Resort Hotel,1,82,2017,May,19,8,1,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-02-15
11442,Resort Hotel,1,156,2017,May,19,8,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,434.0,,0,Transient-Party,60.0,0,0,Canceled,2017-04-18
11443,Resort Hotel,1,217,2017,May,19,8,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,434.0,,61,Transient-Party,80.0,0,0,Canceled,2017-05-08
11444,Resort Hotel,1,183,2017,May,19,8,4,10,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,96.43,0,2,Canceled,2017-02-25
11445,Resort Hotel,1,15,2017,May,19,9,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,90.0,0,0,Canceled,2017-04-24
11446,Resort Hotel,1,7,2017,May,19,9,0,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,1,Canceled,2017-05-02
11447,Resort Hotel,1,7,2017,May,19,9,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,1,Canceled,2017-05-02
11448,Resort Hotel,1,257,2017,May,19,9,0,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,67.5,0,0,Canceled,2016-09-20
11449,Resort Hotel,1,54,2017,May,19,9,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,165.0,0,0,Canceled,2017-04-18
11450,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11451,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11452,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11453,Resort Hotel,1,47,2017,May,19,9,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,1,Canceled,2017-03-23
11454,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11455,Resort Hotel,1,257,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,91.0,0,0,Canceled,2016-09-20
11456,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11457,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11458,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11459,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11460,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11461,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11462,Resort Hotel,1,231,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2017-03-10
11463,Resort Hotel,1,302,2017,May,19,9,0,4,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,57.5,0,0,Canceled,2016-08-25
11464,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11465,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11466,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11467,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25
11468,Resort Hotel,1,84,2017,May,19,9,0,5,3,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,160.0,0,2,Canceled,2017-04-03
11469,Resort Hotel,1,29,2017,May,19,9,1,5,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,169.0,0,0,Canceled,2017-04-13
11470,Resort Hotel,1,120,2017,May,19,9,1,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,155.0,0,0,Canceled,2017-03-20
11471,Resort Hotel,1,115,2017,May,19,9,2,6,2,0.0,1,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,100.0,0,3,Canceled,2017-01-24
11472,Resort Hotel,1,296,2017,May,19,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,67.5,0,2,Canceled,2016-07-20
11473,Resort Hotel,1,303,2017,May,19,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,67.5,0,2,Canceled,2016-07-13
11474,Resort Hotel,1,16,2017,May,19,10,0,3,2,2.0,0,BB,MAR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240.0,,0,Transient,130.0,0,1,Canceled,2017-04-25
11475,Resort Hotel,1,79,2017,May,19,10,0,4,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,155.0,0,0,Canceled,2017-02-27
